group,rank,layer,neuron,effect,abs_effect,raw_diff,abs_raw_diff,t_score,abs_t_score,red_mean,green_mean,red_std,green_std,split_half_a,split_half_b,split_half_same_sign,top1_token,top_tokens,top_logits,red_token_score,green_token_score
red_positive,11,0,2168,7.57583830930262,7.57583830930262,0.004825042351125939,0.004825042351125939,25.29843320739237,25.29843320739237,0.015102193679553563,0.010277151328427624,0.000704845273089926,0.0005607792003979133,7.038193682551003,8.122484259046741,1.0,Beat,Beat | beat | ost | very | ass | Nerv | :]) | convert | ?* | aches | subject | makers | leader | lead | ism | blind | ressors | }' | transition | leading,1.597583 | 1.587025 | 1.325034 | 1.294802 | 1.286979 | 1.276536 | 1.256586 | 1.254657 | 1.251076 | 1.242148 | 1.222906 | 1.220467 | 1.219225 | 1.214086 | 1.204586 | 1.204426 | 1.202100 | 1.199454 | 1.192513 | 1.190256,0,0
red_positive,12,0,1728,7.456626161158834,7.456626161158834,0.00494524764559625,0.00494524764559625,25.15248322042382,25.15248322042382,0.02768498032544285,0.0227397326798466,0.000676181529784175,0.0006499628498311664,8.615775266072378,6.732784692596286,1.0,heastern,heastern | ijuana | rosine | erglass | leveland | anasia | ucaly | reprene | ean | ourism | herson | braska | ouncil | eforestation | olkien | elescope | avorable | ropolitan | paralleled | emetery,2.465223 | 2.190864 | 2.181011 | 2.116836 | 2.113954 | 2.055841 | 2.012462 | 2.006171 | 2.004956 | 1.987597 | 1.984832 | 1.984126 | 1.954251 | 1.951434 | 1.950710 | 1.947666 | 1.943958 | 1.943174 | 1.929871 | 1.922406,0,0
red_positive,13,7,934,7.430261488027234,7.430261488027234,0.00860909687503232,0.00860909687503232,27.38477511513521,27.38477511513521,0.015030478729894324,0.006421381854862004,0.001090314989215789,0.0012231795002911174,7.683067617492548,7.100549832171943,1.0,watch,watch | aceous | watch | oos | lex | exterior | bru | watches | watching | Modern | Watch | stic | ooks | itative | endorph | matic | crunch | rub | hov | isms,1.712141 | 1.548187 | 1.511635 | 1.426359 | 1.420420 | 1.413978 | 1.411032 | 1.386667 | 1.369356 | 1.355065 | 1.351092 | 1.344824 | 1.334433 | 1.326377 | 1.321334 | 1.315548 | 1.293514 | 1.265035 | 1.262650 | 1.254860,0,0
red_positive,14,7,2125,7.31385439211107,7.31385439211107,0.013833761450930671,0.013833761450930671,27.787944859385558,27.787944859385558,0.011538497404028016,-0.002295264046902656,0.0019764389828606423,0.0018024499253437112,7.698500404295701,7.016973940113541,1.0,hatma,"hatma | stuffs | iretroviral | airobi | hisatt | thous | [..., | ESCRIPT | ifier | iriam | evelop | Wayback | urists | glades | IFIC | ({} | ript | hind | plicit | earchers",2.194925 | 1.929652 | 1.866755 | 1.851505 | 1.813752 | 1.733346 | 1.728931 | 1.714775 | 1.688790 | 1.675572 | 1.671535 | 1.664502 | 1.614308 | 1.604069 | 1.603150 | 1.591493 | 1.585406 | 1.580508 | 1.579463 | 1.553852,0,0
red_positive,15,2,672,7.300252594306708,7.300252594306708,0.024972727914224144,0.024972727914224144,28.106127516279322,28.106127516279322,0.050393962902543915,0.02542123498831977,0.003011698685508209,0.0037859557566653945,7.809613717075822,6.715617905026847,1.0,iotherapy,iotherapy | tre | essert | logo | pytest | innitus | atered | dou | clusivity | eforestation | universal | ello | Contents | aryngeal | ierre | Login | bolic | username | izziness | CSE,1.556977 | 1.462091 | 1.425321 | 1.383143 | 1.374444 | 1.350069 | 1.348917 | 1.309474 | 1.297584 | 1.263486 | 1.236487 | 1.223177 | 1.222221 | 1.218834 | 1.206196 | 1.205029 | 1.203063 | 1.198704 | 1.197902 | 1.190876,1,-1
red_positive,16,12,1396,7.228416454200072,7.228416454200072,0.0074043252414311925,0.0074043252414311925,26.29614208522013,26.29614208522013,0.01657102435613667,0.009166699114705476,0.0009366550423424766,0.0011050813114600923,9.522309233823592,6.149500652471562,1.0,assador,assador | iciaries | leges | yond | nesday | attoos | lemagne | stuffs | femoral | ylon | CLUD | theless | ussing | allowances | olome | � | \' | amines | collars | bones,1.979359 | 1.894680 | 1.887550 | 1.846393 | 1.792531 | 1.784050 | 1.777434 | 1.734511 | 1.704028 | 1.702490 | 1.692317 | 1.691615 | 1.682078 | 1.667819 | 1.665439 | 1.661488 | 1.659839 | 1.654231 | 1.652505 | 1.650469,0,0
red_positive,17,14,246,7.015676512725274,7.015676512725274,0.010153437823270092,0.010153437823270092,26.30664109554515,26.30664109554515,-0.04486696395358912,-0.05502040177685921,0.001322759276149969,0.001561849229053876,6.512590283610937,8.591499986658366,1.0,ellant,ellant | ospace | ingale | ATO | ERE | estyles | rosso | monaster | ADE | ACH | Designer | iso | eroids | between | ours | available | ailability | ceptual | iox | elles,1.757810 | 1.713280 | 1.698560 | 1.600195 | 1.600067 | 1.596738 | 1.582022 | 1.576200 | 1.575937 | 1.550647 | 1.531900 | 1.531791 | 1.528492 | 1.521731 | 1.514885 | 1.507239 | 1.497243 | 1.493109 | 1.489784 | 1.489285,0,0
red_positive,18,7,188,6.918580520357669,6.918580520357669,0.01395279096643319,0.01395279096643319,26.345939638522864,26.345939638522864,-0.10173461743366845,-0.11568740840010164,0.0020035762309060174,0.002029764659666478,7.261888580972731,6.6327552567707055,1.0,bred,bred | aphrag | breeding | ccording | erglass | icals | ulose | rontal | perture | araderie | ivate | rigued | cardia | uggage | istries | aughtered | erary | imately | rouse | ridium,2.161222 | 2.078529 | 2.047878 | 2.043229 | 2.005521 | 1.939214 | 1.930783 | 1.927897 | 1.902004 | 1.897639 | 1.888880 | 1.876683 | 1.857581 | 1.856723 | 1.820530 | 1.813894 | 1.803791 | 1.795810 | 1.794613 | 1.794389,1,-1
red_positive,19,0,1996,6.9014759457893415,6.9014759457893415,0.004718028601129066,0.004718028601129066,23.447072695159406,23.447072695159406,-0.008429125509091704,-0.01314715411022077,0.0007389185503790748,0.0006234488538472041,7.824205015939532,6.356855840211721,1.0,ortium,ortium | runc | orgetown | asgow | erglass | asphem | ucalypt | ipeg | aundice | Kyr | aughed | hered | isbury | ificance | NotImplemented | ighthouse | apeake | pediatrics | hering | tingham,2.670095 | 2.659410 | 2.603449 | 2.573521 | 2.517998 | 2.484539 | 2.471101 | 2.415536 | 2.376832 | 2.321741 | 2.303290 | 2.290808 | 2.273157 | 2.235755 | 2.224591 | 2.222757 | 2.213584 | 2.210294 | 2.198793 | 2.196585,1,-1
red_positive,20,0,1435,6.856668800293922,6.856668800293922,0.008045005658492435,0.008045005658492435,25.300436666384847,25.300436666384847,-0.0965236444164032,-0.10456865007489563,0.0008722144283150816,0.0014115806379193727,6.445894082761521,7.136187376428238,1.0,," | - | , | “ | to | for | ised | S | one | as | a | ( | - | he |  |  | – | in | was | ‘",1.665077 | 1.381680 | 1.371708 | 1.361859 | 1.289066 | 1.277231 | 1.250592 | 1.249717 | 1.247895 | 1.192486 | 1.173631 | 1.172490 | 1.143172 | 1.135587 | 1.125254 | 1.123615 | 1.062138 | 1.059845 | 1.059108 | 1.048757,0,0
green_positive,1,0,1930,-11.267890923757557,11.267890923757557,-0.0040271075913581676,0.0040271075913581676,-30.143131416555427,30.143131416555427,-0.015219409737180315,-0.011192302145822147,0.0004157957369554879,0.0002873652352400882,-12.59292890509578,-10.170932515538535,1.0,neighbour,neighbour | ground | ourt | wall | law | Law | ]|| | bottom | neighbor | „ | centre | DEF | tenance | neighbours | ArticlePubMedGoogle | short | display | bottoms | abouts | end,1.394101 | 1.393606 | 1.278641 | 1.266276 | 1.264928 | 1.252124 | 1.244046 | 1.215571 | 1.135495 | 1.120607 | 1.103785 | 1.100468 | 1.071136 | 1.069059 | 1.049720 | 1.044773 | 1.039930 | 1.023002 | 1.013499 | 1.013371,0,0
green_positive,2,10,997,-10.209205576729845,10.209205576729845,-0.01974181197740796,0.01974181197740796,-38.82004609867174,38.82004609867174,-0.0378401133257632,-0.01809830134835524,0.002003367460697873,0.001861482106543957,-10.546035722928849,-9.717356948382104,1.0,S,S | set | wen | sh | c | S | i | s | thanks | Surface | update | School | set | aided | 1 | from | profile | w | surface | wish,1.228750 | 1.199837 | 1.182620 | 1.171357 | 1.153871 | 1.139111 | 1.122007 | 1.101788 | 1.099560 | 1.095533 | 1.081756 | 1.070132 | 1.065903 | 1.043285 | 1.039771 | 1.035124 | 1.022475 | 0.997997 | 0.996927 | 0.984866,0,0
green_positive,3,0,491,-9.743493800841726,9.743493800841726,-0.00546629075061276,0.00546629075061276,-31.394629610391245,31.394629610391245,-0.005312727365749554,0.0001535633848632062,0.0006171217454934724,0.000498644841724688,-10.226240834609788,-9.505446529913462,1.0,ighthouse,ighthouse | letcher | etus | af | abwe | usage | rative | ed | bro | helf | orf | fittings | BR | Vanderbilt | ething | et | sein | er | getattr | heet,1.594637 | 1.582507 | 1.556292 | 1.470076 | 1.444420 | 1.425617 | 1.407632 | 1.404482 | 1.396357 | 1.395073 | 1.394138 | 1.385029 | 1.364616 | 1.343758 | 1.326860 | 1.314907 | 1.313003 | 1.308986 | 1.307432 | 1.305118,0,0
green_positive,4,0,2532,-9.30137740570284,9.30137740570284,-0.008488943039140315,0.008488943039140315,-33.33163772904444,33.33163772904444,-0.041426174756366264,-0.03293723171722595,0.0008487678146176255,0.0009723524638089181,-9.990205110718712,-8.508359339279759,1.0,ospel,ospel | sohn | orphy | cussions | istas | intendent | chromos | strugg | olicies | itance | ?* | innings | aspberries | aseous | opyright | Citiz | ateness | firstname | roles | initions,2.361850 | 2.180648 | 2.090022 | 2.013848 | 2.007190 | 1.985593 | 1.966348 | 1.960219 | 1.918238 | 1.916050 | 1.913289 | 1.880334 | 1.867287 | 1.865342 | 1.859297 | 1.831333 | 1.829857 | 1.812006 | 1.809140 | 1.798708,0,0
green_positive,5,0,1677,-9.073474272239796,9.073474272239796,-0.0067390454508901125,0.0067390454508901125,-31.38386577309144,31.38386577309144,-0.02200762262530647,-0.015268577174416358,0.0006000747232250406,0.0008620757322636951,-7.89980028969915,-10.512562061378004,1.0,oises,oises | licts | refin | cardia | owered | elona | ravings | anomal | ctypes | ois | essionals | arrog | ocard | eches | HEAD | policies | biosphere | Policy | prudence | igm,1.644148 | 1.485166 | 1.471128 | 1.465966 | 1.446725 | 1.440248 | 1.420674 | 1.405397 | 1.403014 | 1.384727 | 1.384655 | 1.381502 | 1.374548 | 1.369871 | 1.363812 | 1.354176 | 1.351089 | 1.349466 | 1.341726 | 1.335660,1,-1
green_positive,6,15,848,-8.82512717787805,8.82512717787805,-0.05075482495444272,0.05075482495444272,-34.10746383922419,34.10746383922419,-0.32619965979576565,-0.2754448348413229,0.004731163340659272,0.006615742878933733,-10.062823188733839,-7.770675742728725,1.0,spers,spers | inactivity | comings | istically | typical | istics | Mifflin | Typical | outbre | Arbor | iffs | Kyr | counters | ighed | pancreat | doms | lessly | uled | psum | itous,1.764832 | 1.640636 | 1.569827 | 1.522964 | 1.516403 | 1.493134 | 1.485733 | 1.463955 | 1.433141 | 1.430273 | 1.423330 | 1.420416 | 1.412522 | 1.406848 | 1.398978 | 1.387296 | 1.377817 | 1.376101 | 1.370467 | 1.365016,0,0
green_positive,7,6,1767,-8.163886801030237,8.163886801030237,-0.010339007213841995,0.010339007213841995,-30.322842792576946,30.322842792576946,-0.009460052143901849,0.0008789550699401459,0.0014150752283097654,0.0010978442278437137,-9.046931811378553,-7.69200416240678,1.0,occus,occus | their | mate | born | free | is | value | value | up | Boundary | even | Pros | heart | bound | controls |  | Their | contest | c | boundary,1.243879 | 1.195472 | 1.138803 | 1.100425 | 1.089797 | 0.989487 | 0.950039 | 0.940373 | 0.939901 | 0.930957 | 0.920754 | 0.919223 | 0.914198 | 0.898641 | 0.897405 | 0.890953 | 0.875760 | 0.872496 | 0.868885 | 0.864795,0,0
green_positive,8,2,2033,-7.881458763783441,7.881458763783441,-0.00669040060671976,0.00669040060671976,-27.93176842312931,27.93176842312931,0.010409237473098881,0.01709963807981864,0.0007665611971015765,0.0009238902657757016,-7.309834633665617,-8.59794455993085,1.0,sonian,sonian | ocaly | incinnati | asgow | ocalyptic | openhagen | evelop | emetery | leveland | uxley | UAL | moil | gebra | ulture | thren | comparison | rosc | essment | iratory | arten,2.007445 | 1.873414 | 1.720540 | 1.658977 | 1.653459 | 1.606762 | 1.549666 | 1.534765 | 1.486146 | 1.480794 | 1.479824 | 1.477042 | 1.422978 | 1.422678 | 1.407928 | 1.403420 | 1.400353 | 1.392753 | 1.378676 | 1.377082,0,0
green_positive,9,7,6,-7.732015773029008,7.732015773029008,-0.03333088556403495,0.03333088556403495,-29.83379679158592,29.83379679158592,0.09846570770603578,0.13179659327007073,0.0043169885663960975,0.00430452792565512,-8.443472396569645,-7.738347701480842,1.0,uggage,uggage | nering | omencl | noqa | ggish | olerant | arat | iretroviral | elesc | cientious | ecl | ietzsche | ighthouse | iflor | amboo | irvana | catar | lights | rastructure | glass,2.866675 | 2.504318 | 2.243226 | 2.205844 | 2.128790 | 2.040328 | 1.988516 | 1.984569 | 1.933083 | 1.915632 | 1.914804 | 1.888049 | 1.887830 | 1.885350 | 1.861812 | 1.856644 | 1.854069 | 1.851593 | 1.831061 | 1.829111,0,0
green_positive,10,0,930,-7.4192152810360446,7.4192152810360446,-0.005522828237545627,0.005522828237545627,-25.673706334003892,25.673706334003892,0.00018348024003901368,0.0057063084775846405,0.0007049044895435977,0.0007818939096900701,-6.094063493721068,-9.690876081316086,1.0,KEN,KEN | ikhail | utrition | firehose | ipeg | Intf | alloween | arval | joice | ghum | juven | ChannelType | abled | oriously | uxley | agul | apagos | ocese | istice | klore,2.790075 | 2.736815 | 2.675883 | 2.630794 | 2.619236 | 2.590595 | 2.560086 | 2.546698 | 2.533980 | 2.478306 | 2.473770 | 2.469544 | 2.463744 | 2.444955 | 2.439587 | 2.438479 | 2.426906 | 2.423397 | 2.418973 | 2.399878,0,0
green_positive,11,7,2055,-7.377996567116947,7.377996567116947,-0.01233868776387876,0.01233868776387876,-27.885445647257523,27.885445647257523,0.043365088739269475,0.055703776503148235,0.0015334603699654573,0.0018005817555346857,-7.719254224589595,-7.2245552031034315,1.0,or,"or |  | ' | "" | t | non | S | ( | d | C | / | m | s | T | r | - | and | new | P | -",1.481970 | 1.478385 | 1.433779 | 1.315307 | 1.303874 | 1.299103 | 1.246497 | 1.237999 | 1.227715 | 1.148938 | 1.127609 | 1.123258 | 1.118756 | 1.110823 | 1.065989 | 1.063478 | 1.061193 | 1.058586 | 1.053793 | 1.021508,0,0
green_positive,12,4,1854,-7.285988213560695,7.285988213560695,-0.008890312318308419,0.008890312318308419,-26.97859230682087,26.97859230682087,-0.020120139238893543,-0.011229826920585124,0.0012199870822045187,0.001220399020837226,-7.169824558983787,-7.2390672509566425,1.0,TIES,TIES | ITIES | CreateModel | CLUD | yalgia | reponame | endment | itudinal | htaking | intering | Byz | olkien | inox | rogen | umberland | -------------------------------------------- | VENT | ctic | sembly | tic,2.433967 | 2.232864 | 2.213417 | 2.130179 | 2.083197 | 2.065391 | 2.049152 | 1.969366 | 1.896852 | 1.888237 | 1.813555 | 1.810032 | 1.796080 | 1.783162 | 1.755302 | 1.748007 | 1.743042 | 1.737051 | 1.735180 | 1.734275,0,0
green_positive,13,1,805,-7.185703212302369,7.185703212302369,-0.007880025809068728,0.007880025809068728,-26.33916182247451,26.33916182247451,0.025848755852496928,0.033728781661565656,0.0012165896549056424,0.0009618133130687523,-7.2084158012992186,-6.985503873119598,1.0,ountains,ountains | onsai | amiliar | ancouver | irmingham | monaster | itars | ackexchange | artes | airobi | ortium | adelph | ynasty | ndrome | insular | ostering | ikhail | CADE | anmar | iscrim,2.562774 | 2.341028 | 2.250681 | 2.211685 | 2.165741 | 2.155582 | 2.152681 | 2.101537 | 2.099879 | 2.079642 | 2.042285 | 2.036392 | 2.032599 | 2.001047 | 1.996262 | 1.996248 | 1.989992 | 1.980224 | 1.971332 | 1.969593,0,0
green_positive,14,5,416,-7.002136928045063,7.002136928045063,-0.014678419654395865,0.014678419654395865,-26.697222053924484,26.697222053924484,-0.04200289977819154,-0.027324480123795677,0.001932340766798264,0.002248291563237067,-6.613190887926351,-7.20517937176983,1.0,house,"house | w | Tet | dry | w | ATIVE | existing | , | a | teac | future | naire | if | Sim | Spatial | Sidd | uries | single | Dry | simulated",1.351379 | 1.265751 | 1.246009 | 1.100002 | 1.041375 | 1.007362 | 0.998667 | 0.997554 | 0.980402 | 0.978743 | 0.960577 | 0.960517 | 0.955566 | 0.931687 | 0.924811 | 0.920874 | 0.919024 | 0.917719 | 0.915937 | 0.904600,0,0
green_positive,15,14,156,-6.973917117856623,6.973917117856623,-0.021368167639673752,0.021368167639673752,-26.81069891862438,26.81069891862438,-0.15111112393249587,-0.12974295629282212,0.002926807804480243,0.0031953307329999295,-6.994033384972673,-7.307035581701207,1.0,mite,mite | xchange | querque | cision | cott | opsy | idable | queeze | dumps | cules | nlm | öm | iquette | openhagen | velt | qdm | thood | outh | ctica | reponame,1.876767 | 1.853980 | 1.824247 | 1.778966 | 1.715083 | 1.708933 | 1.660308 | 1.652498 | 1.643140 | 1.639697 | 1.626508 | 1.625452 | 1.603350 | 1.578675 | 1.577642 | 1.569521 | 1.553796 | 1.542457 | 1.538673 | 1.538081,0,0
green_positive,16,15,2261,-6.958166415708027,6.958166415708027,-0.0210947064361348,0.0210947064361348,-26.74592907528847,26.74592907528847,0.07613288919212884,0.09722759562826364,0.002653997323080586,0.0033672049132723943,-6.149748721925995,-7.787146087605072,1.0,d,d | N | A | R | ground | White | S | B | Middle | various | n |  | low | line | An | [ | F | st | de | M,1.383755 | 1.357456 | 1.180684 | 1.114148 | 1.112559 | 1.101577 | 1.095923 | 1.094209 | 1.085793 | 1.074187 | 1.065343 | 1.062802 | 1.054838 | 1.054518 | 1.049100 | 1.035753 | 1.035310 | 1.021530 | 1.020113 | 1.019688,0,0
green_positive,17,0,1286,-6.909976625076979,6.909976625076979,-0.0033182620347214165,0.0033182620347214165,-21.11061241180687,21.11061241180687,-0.010132792226590082,-0.006814530191868665,0.00045614711113203197,0.0005031294675978073,-6.912982532493578,-6.87217133232273,1.0,irds,irds | entimes | conciliation | TIES | nces | ernels | ocultural | xtap | ISTORY | ful | comings | opards | MENT | ivities | akedirs | incoln | � | Hands | andals | LAN,1.915931 | 1.899639 | 1.875364 | 1.868812 | 1.802101 | 1.718704 | 1.685569 | 1.681909 | 1.678698 | 1.623226 | 1.602229 | 1.572408 | 1.566045 | 1.558297 | 1.549385 | 1.545128 | 1.543657 | 1.542179 | 1.530915 | 1.524470,0,0
green_positive,18,0,1429,-6.836912463660063,6.836912463660063,-0.004674784421435471,0.004674784421435471,-23.228747614963435,23.228747614963435,-0.051747747982788264,-0.04707296356135279,0.0006405837784320826,0.0007243609315985954,-6.69478434861844,-6.954817259796239,1.0,intendo,intendo | ausea | utrition | ectar | ietzsche | ineteenth | ineteen | erous | teneg | sever | airobi | ?|| | elist | oclonal | utrients | CES | egal | eret | oba | aparte,2.659755 | 2.418483 | 2.391930 | 2.293905 | 2.249412 | 2.188883 | 2.078838 | 2.065055 | 2.062877 | 2.045287 | 2.032538 | 2.001242 | 1.991906 | 1.979394 | 1.977049 | 1.969153 | 1.930312 | 1.922518 | 1.907924 | 1.900710,0,0
green_positive,19,1,1596,-6.756226897126822,6.756226897126822,-0.004932256807724117,0.004932256807724117,-23.28634461403237,23.28634461403237,-0.0075575112376210325,-0.0026252544298969154,0.0007046670395619071,0.0007545433273925538,-7.273268547946564,-6.1850611950065995,1.0,uating,uating | imately | vement | iate | olesc | uates | igated | iates | igate | � | estamp | emetery | eland | ied | acters | eliness | dings | ded | msgs | uated,1.657179 | 1.656437 | 1.625214 | 1.609426 | 1.584716 | 1.577269 | 1.566897 | 1.536178 | 1.473428 | 1.437214 | 1.419693 | 1.415270 | 1.412730 | 1.406417 | 1.404281 | 1.388758 | 1.384275 | 1.383266 | 1.366752 | 1.362883,0,0
green_positive,20,8,1278,-6.710546272463245,6.710546272463245,-0.014922758086144947,0.014922758086144947,-25.62957452627154,25.62957452627154,0.0628028402052104,0.07772559829135535,0.0016748376947481251,0.0026618201469322746,-6.614965831186579,-6.643154669933629,1.0,irmingham,irmingham | rivers | omegran | earchers | acci | uscular | UES | restr | Gri | ilantro | soriasis | ibald | ategorical | ducive | sequently | rigation | astical | amous | uisines | xis,1.878806 | 1.633829 | 1.616811 | 1.608672 | 1.603552 | 1.571766 | 1.513785 | 1.511147 | 1.455619 | 1.447591 | 1.445757 | 1.436117 | 1.435135 | 1.414292 | 1.414141 | 1.383703 | 1.372270 | 1.347447 | 1.341524 | 1.335636,0,0
