concept,rank_in_concept_cluster,global_id,layer,neuron,token_rank,token_raw,token_normalized,token_class,similarity_to_seed,seed_layer,seed_neuron,max_logit
Low Transport,13,24448,9,1408,10,cko,cko,unrelated,0.8469858765602112,5,1904,1.5799801349639893
Low Transport,14,26653,10,1053,1,oceros,oceros,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,2,antial,antial,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,3,LEED,leed,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,4,aron,aron,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,5,urous,urous,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,6,Upvotes,upvotes,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,7,zema,zema,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,8,ramew,ramew,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,9,WARE,ware,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,14,26653,10,1053,10,ackexchange,ackexchange,unrelated,0.8465075492858887,5,1904,1.6698048114776611
Low Transport,15,30079,11,1919,1,serializers,serializers,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,2,ayette,ayette,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,3,berspace,berspace,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,4,ertility,ertility,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,5,absburg,absburg,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,6,yter,yter,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,7,ICEF,icef,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,8,elage,elage,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,9,heres,heres,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,15,30079,11,1919,10,juncture,juncture,unrelated,0.8462713360786438,5,1904,2.771348476409912
Low Transport,16,22122,8,1642,1,acerb,acerb,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,2,ands,ands,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,3,iture,iture,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,4,antioxid,antioxid,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,5,CES,ces,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,6,oplankton,oplankton,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,7,ATER,ater,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,8,itzer,itzer,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,9,irmingham,irmingham,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,16,22122,8,1642,10,berspace,berspace,unrelated,0.84592604637146,5,1904,2.1266021728515625
Low Transport,17,28666,11,506,1,estock,estock,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,2,operability,operability,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,3,cation,cation,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,4,ulous,ulous,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,5,hoea,hoea,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,6,hoe,hoe,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,7,embrance,embrance,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,8,ropolitan,ropolitan,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,9,ackexchange,ackexchange,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,17,28666,11,506,10,formance,formance,unrelated,0.8448605537414551,5,1904,2.4225070476531982
Low Transport,18,29519,11,1359,1,aloader,aloader,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,2,ometown,ometown,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,3,orgetown,orgetown,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,4,ijuana,ijuana,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,5,reponame,reponame,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,6,WID,wid,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,7,adelph,adelph,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,8,berspace,berspace,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,9,ulents,ulents,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,18,29519,11,1359,10,unken,unken,unrelated,0.8445348143577576,5,1904,3.2484829425811768
Low Transport,19,31998,12,1278,1,reponame,reponame,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,2,comings,comings,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,3,iliency,iliency,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,4,ackexchange,ackexchange,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,5,elior,elior,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,6,embrance,embrance,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,7,uggage,uggage,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,8,rowsiness,rowsiness,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,9,lemagne,lemagne,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,19,31998,12,1278,10,ioned,ioned,unrelated,0.8444314002990723,5,1904,2.2422802448272705
Low Transport,20,22678,8,2198,1,irmingham,irmingham,unrelated,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,2,ophysiology,ophysiology,unrelated,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,3,berspace,berspace,unrelated,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,4,mington,mington,unrelated,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,5,('.//,('.//,gibberish,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,6,uders,uders,unrelated,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,7,aphyl,aphyl,unrelated,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,8,pinephrine,pinephrine,unrelated,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,9,arag,arag,unrelated,0.844123363494873,5,1904,2.4998667240142822
Low Transport,20,22678,8,2198,10,assertAlmostEqual,assertalmostequal,unrelated,0.844123363494873,5,1904,2.4998667240142822
High Transport,1,19071,7,1151,1,high,high,exact_pos,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,2,higher,higher,contains_pos,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,3,above,above,unrelated,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,4,>,>,gibberish,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,5,lower,lower,unrelated,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,6,large,large,unrelated,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,7,>,>,gibberish,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,8,highest,highest,contains_pos,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,9,rising,rising,unrelated,1.0,7,1151,1.6969618797302246
High Transport,1,19071,7,1151,10,def,def,unrelated,1.0,7,1151,1.6969618797302246
High Transport,2,25594,9,2554,1,hard,hard,unrelated,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,2,high,high,exact_pos,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,3,intra,intra,unrelated,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,4,low,low,unrelated,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,5,CESS,cess,unrelated,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,6,significant,significant,unrelated,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,7,Intra,intra,unrelated,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,8,high,high,exact_pos,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,9,High,high,exact_pos,1.0,9,2554,1.4063643217086792
High Transport,2,25594,9,2554,10,Bard,bard,unrelated,1.0,9,2554,1.4063643217086792
High Transport,3,5946,2,826,1,high,high,exact_pos,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,2,high,high,exact_pos,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,3,asyncio,asyncio,unrelated,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,4,search,search,unrelated,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,5,in,in,unrelated,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,6,frust,frust,unrelated,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,7,High,high,exact_pos,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,8,ä,ä,gibberish,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,9,center,center,unrelated,1.0,2,826,1.4289681911468506
High Transport,3,5946,2,826,10,nee,nee,unrelated,1.0,2,826,1.4289681911468506
High Transport,4,3950,1,1390,1,doorstep,doorstep,unrelated,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,2,conclud,conclud,unrelated,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,3,arp,arp,unrelated,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,4,upuncture,upuncture,unrelated,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,5,High,high,exact_pos,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,6,ler,ler,unrelated,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,7,oons,oons,unrelated,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,8,high,high,exact_pos,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,9,hurd,hurd,unrelated,1.0,1,1390,1.3318697214126587
High Transport,4,3950,1,1390,10,proverb,proverb,unrelated,1.0,1,1390,1.3318697214126587
High Transport,5,8049,3,369,1,iagn,iagn,unrelated,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,2,abets,abets,unrelated,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,3,osate,osate,unrelated,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,4,trl,trl,unrelated,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,5,highest,highest,contains_pos,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,6,unsuccessful,unsuccessful,unrelated,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,7,highest,highest,contains_pos,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,8,Musa,musa,unrelated,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,9,||-,||-,gibberish,1.0,3,369,1.7146179676055908
High Transport,5,8049,3,369,10,hythm,hythm,unrelated,1.0,3,369,1.7146179676055908
High Transport,6,33694,13,414,1,"}"".","}"".",gibberish,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,2,}'.,}'.,gibberish,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,3,iest,iest,unrelated,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,4,highest,highest,contains_pos,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,5,main,main,unrelated,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,6,hest,hest,unrelated,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,7,happ,happ,unrelated,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,8,ail,ail,unrelated,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,9,highest,highest,contains_pos,1.0,13,414,1.3265480995178223
High Transport,6,33694,13,414,10,foreground,foreground,unrelated,1.0,13,414,1.3265480995178223
High Transport,7,3845,1,1285,1,firehose,firehose,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,2,osate,osate,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,3,sever,sever,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,4,Bluff,bluff,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,5,amentals,amentals,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,6,istry,istry,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,7,nearest,nearest,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,8,izontal,izontal,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,9,beit,beit,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,7,3845,1,1285,10,ACHE,ache,unrelated,0.8875792622566223,3,369,2.2707102298736572
High Transport,8,20439,7,2519,1,osate,osate,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,8,20439,7,2519,2,ampsia,ampsia,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,8,20439,7,2519,3,alination,alination,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,8,20439,7,2519,4,TRACT,tract,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,8,20439,7,2519,5,ropract,ropract,unrelated,0.8854309916496277,3,369,2.9615912437438965
High Transport,8,20439,7,2519,6,opold,opold,unrelated,0.8854309916496277,3,369,2.9615912437438965
